"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","W4Efsd 6","UsdlK","Jn12ke src","ah5Ghc","doJOZc","ah5Ghc 2"
"https://www.google.com/maps/place/Square+Automation/data=!4m7!3m6!1s0x3bc295f6c390a95d:0x9a7a541caa1ea225!8m2!3d18.4696155!4d73.7901259!16s%2Fg%2F11h1d9mlc!19sChIJXamQw_aVwjsRJaIeqhxUepo?authuser=0&hl=en&rclk=1","Square Automation","4.8","(71)","Manufacturer","·","Dangat Ind. Estate, 81/2, NDA Rd","Closed","· Opens 9 am Tue","http://square-automation.com/","","Website","","Directions","·","094225 48391","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They best to give solutions for all your","","industrial"
"https://www.google.com/maps/place/Honeywell+Automation+India+Limited/data=!4m7!3m6!1s0x3bc2c1eb2f43577f:0x48d6dae7429007f4!8m2!3d18.51127!4d73.915844!16s%2Fg%2F1tfgh89g!19sChIJf1dDL-vBwjsR9AeQQufa1kg?authuser=0&hl=en&rclk=1","Honeywell Automation India Limited","4.4","(1,049)","Automation company","·","·","","","https://www.honeywell.com/in/en/hail","","Website","","Directions","53,54, 56, & 57","080027 45959","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I went there to get trained on Industrial Automation.""","",""
"https://www.google.com/maps/place/Microverse+Automation+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc29578054b2233:0xac3aab98d6d83a42!8m2!3d18.4683758!4d73.7922877!16s%2Fg%2F11clsn8zwt!19sChIJMyJLBXiVwjsRQjrY1pirOqw?authuser=0&hl=en&rclk=1","Microverse Automation Pvt. Ltd.","4.1","(28)","Automation company","·","·","Closed","· Opens 9:30 am Tue","https://www.microversedcs.com/","","Website","","Directions","79/2, Dangat Industrial Estate, NDA Rd","077559 67670","","On-site services","","Online appointments"
"https://www.google.com/maps/place/Hi-Tech+Solutions+-+Automation+Company+%26+Automation+Training+Institute+Pune/data=!4m7!3m6!1s0x3bc2c396628bdaff:0x2afaa91cef891e38!8m2!3d18.5737662!4d73.9867907!16s%2Fg%2F11whdjpph2!19sChIJ_9qLYpbDwjsROB6J7xyp-io?authuser=0&hl=en&rclk=1","Hi-Tech Solutions - Automation Company & Automation Training Institute Pune","5.0","(86)","Automation company","·","Office No A-104, Happy Homes, Hi-Tech Solutions, Commercial, Awhalwadi Rd","Closes soon","· 10 pm · Opens 9 am Tue","https://hitechindustrialsolutions.in/","","Website","","Directions","·","077094 20058","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their systems are easy to use and suitable for","","industrial"
"https://www.google.com/maps/place/SEIMITSU+Factory+Automation+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc2b82b6f5310b7:0xb41a6800fd1e59df!8m2!3d18.6426432!4d73.8059969!16s%2Fg%2F1pp2x5_t2!19sChIJtxBTbyu4wjsR31ke_QBoGrQ?authuser=0&hl=en&rclk=1","SEIMITSU Factory Automation Pvt. Ltd.","4.4","(98)","Industrial equipment supplier","·","·","Closed","· Opens 10 am Tue","https://www.seimitsu.in/","","Website","","Directions","Seimitsu Tower, Plot No. A-51, H Block, MIDC Industrial Area, Near, Auto-cluster,, Pimpri-Chinchwad,, opp. Devi Industries","020 4621 2700","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very good company with quality products and great customer service.""","",""
"https://www.google.com/maps/place/MNCAS+India+Private+Limited/data=!4m7!3m6!1s0x3bc2b8e331703961:0xc8f911b5e350e32e!8m2!3d18.6048149!4d73.7988659!16s%2Fg%2F11f1mxqbzx!19sChIJYTlwMeO4wjsRLuNQ47UR-cg?authuser=0&hl=en&rclk=1","MNCAS India Private Limited","4.5","(57)","Automation company","·","Survey No-317,Shrihari Chauk, Waghere colony No-4, near SUKHWANI NIKETAN","Closed","· Opens 9 am Tue","https://mncas.in/","","Website","","Directions","·","086696 69990","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""MNCAS provide best services related to","","industrial automation"
"https://www.google.com/maps/place/Patil+Automation+Ltd./data=!4m7!3m6!1s0x3bc2b40c4dc5af03:0x991358caec460c29!8m2!3d18.7712518!4d73.7567618!16s%2Fg%2F11cn32hfqr!19sChIJA6_FTQy0wjsRKQxG7MpYE5k?authuser=0&hl=en&rclk=1","Patil Automation Ltd.","4.2","(300)","Industrial equipment supplier","·","·","Closed","· Opens 8:30 am Tue","http://patilautomation.com/","","Website","","Directions","Gat No. 154, Chakan, MIDC Rd, behind GE company","091683 38383","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good place to manufacture the production line.""","",""
"https://www.google.com/maps/place/INTACT+Automation+Private+Limited/data=!4m7!3m6!1s0x3bc2b8bd4e596a8b:0x643dc57a745c9de7!8m2!3d18.6147621!4d73.6951621!16s%2Fg%2F11c5s78q60!19sChIJi2pZTr24wjsR551cdHrFPWQ?authuser=0&hl=en&rclk=1","INTACT Automation Private Limited","4.2","(29)","Manufacturer","·","Shiv Shankar House, S. No.43 Near Xrbia, Hinjewadi Somatane Road, Mulshi, Nere","","","http://www.intactautomation.com/","","Website","","Directions","","020 6744 1111","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good experience""","",""
"https://www.google.com/maps/place/Dhanandip+Automation/data=!4m7!3m6!1s0x3bc295920a0f34eb:0x1267fe4fff49c748!8m2!3d18.4667096!4d73.8227794!16s%2Fg%2F11fkh05k31!19sChIJ6zQPCpKVwjsRSMdJ_0_-ZxI?authuser=0&hl=en&rclk=1","Dhanandip Automation","4.8","(330)","Automation company","·","·","Closed","· Opens 10 am Tue","http://www.dhanandip.com/","","Website","","Directions","Vasant Arcade, Main bus stop, Panchali Sweet home lane","070300 00421","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommended for","","industrial automation"
"https://www.google.com/maps/place/AUTOMATORS+INDUSTRIAL+PROJECTS+PVT+LTD+%7C+PLC+SCADA+in+Pune/data=!4m7!3m6!1s0x3bc2bba5748ef877:0x97c2dbe12cf63f37!8m2!3d18.6013655!4d73.7473505!16s%2Fg%2F11y9z51b26!19sChIJd_iOdKW7wjsRNz_2LOHbwpc?authuser=0&hl=en&rclk=1","AUTOMATORS INDUSTRIAL PROJECTS PVT LTD | PLC SCADA in Pune","4.9","(40)","Automation company","·","Office 701 , 7TH FLOOR ANP Landmark, Bhumkar, Wakad Road","Closed","· Opens 9 am Tue","https://aippal.com/","","Website","","Directions","·","074200 04130","","On-site services","",""
"https://www.google.com/maps/place/Messung+Systems+Pvt+Ltd.+%28+Industrial+%26+Home+Automation+Manufacturing+Unit%29/data=!4m7!3m6!1s0x3bc2b9733a30ac25:0x97f256b8431a188b!8m2!3d18.6232164!4d73.8378691!16s%2Fg%2F11sn_c062z!19sChIJJawwOnO5wjsRixgaQ7hW8pc?authuser=0&hl=en&rclk=1","Messung Systems Pvt Ltd. ( Industrial & Home Automation Manufacturing Unit)","5.0","(10)","Manufacturer","·","Electronic Sadan 3, EL 17-18","Closed","· Opens 9:30 am Tue","http://www.messungautomation.co.in/","","Website","","Directions","·","095617 03619","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Messung system provides good good service""","",""
"https://www.google.com/maps/place/Innovative+Solutions+India+Private+Limited/data=!4m7!3m6!1s0x3bc2c78c00000001:0x88c6d52615aa4fe!8m2!3d18.6318801!4d73.8273915!16s%2Fg%2F1tvw3czh!19sChIJAQAAAIzHwjsR_qRaYVJtjAg?authuser=0&hl=en&rclk=1","Innovative Solutions India Private Limited","4.6","(50)","Automation company","·","T-62/4, Pimpri-Bhosari Road, near Major Dhyanchand Polygrass Hockey Stadium","Closed","· Opens 9 am Tue","http://www.innsol.in/","","Website","","Directions","·","020 2711 9521","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent Staff , awesome company""","",""
"https://www.google.com/maps/place/Accuweigh+Automation+%26+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc29526d747a487:0x70eada3562e8f20b!8m2!3d18.4378009!4d73.8255488!16s%2Fg%2F11clzhcjgj!19sChIJh6RH1yaVwjsRC_LoYjXa6nA?authuser=0&hl=en&rclk=1","Accuweigh Automation & Solutions Pvt. Ltd.","3.9","(39)","Automation company","·","·","Closed","· Opens 9:30 am Tue","http://www.accuweigh.org/","","Website","","Directions","Sr. No, 23/3/1, Shed No. 2, Ayush Industrial Estate","077218 72872","","On-site services","",""
"https://www.google.com/maps/place/Renu+Electronics+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc2bcbc56588d3f:0x636e8c9c62bb5df7!8m2!3d18.5553329!4d73.7954265!16s%2Fg%2F1tm111kn!19sChIJP41YVry8wjsR9127YpyMbmM?authuser=0&hl=en&rclk=1","Renu Electronics Pvt. Ltd.","4.3","(83)","Manufacturer","·","Survey No 2, 6, Baner Rd","Closed","· Opens 9 am Tue","https://www.renuelectronics.com/","","Website","","Directions","·","020 2729 2840","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Renu Electronics is good electric company""","",""
"https://www.google.com/maps/place/HIRA+AUTOMATION+PVT.+LTD./data=!4m7!3m6!1s0x3bc2eb2bafaf5481:0x48ca785cf18bb443!8m2!3d18.4332567!4d73.8454259!16s%2Fg%2F11cnd553q_!19sChIJgVSvryvrwjsRQ7SL8Vx4ykg?authuser=0&hl=en&rclk=1","HIRA AUTOMATION PVT. LTD.","4.9","(40)","Manufacturer","·","Sr. No. 60/1, Hira Building, Jambhulwadi Rd, opp. VIVA SAROVAR","Closed","· Opens 9 am Tue","https://hiraautomation.com/","","Website","","Directions","·","090110 22527","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Well done, best wishes""","",""
"https://www.google.com/maps/place/Asia+Automation+Private+Limited/data=!4m7!3m6!1s0x3bc2bfeb64da8275:0xfb074b2af481e44b!8m2!3d18.5018225!4d73.8237623!16s%2Fg%2F1tf4ch11!19sChIJdYLaZOu_wjsRS-SB9CpLB_s?authuser=0&hl=en&rclk=1","Asia Automation Private Limited","4.0","(1)","Manufacturer","·","Pragati Complex, 22","Closed","· Opens 9 am Tue","http://www.asiaautomation.com/","","Website","","Directions","·","020 2542 0543","","","",""
"https://www.google.com/maps/place/Fori+Automation+India+Private+Limited+%28A+Lincoln+Electric+Company%29/data=!4m7!3m6!1s0x3bc2b8748b5d9d43:0xbcac44b7a69c6f2c!8m2!3d18.6328024!4d73.8278263!16s%2Fg%2F1pp2w_415!19sChIJQ51di3S4wjsRLG-cprdErLw?authuser=0&hl=en&rclk=1","Fori Automation India Private Limited (A Lincoln Electric Company)","4.4","(86)","Automation company","·","Plot No. 34, T Block, MIDC Rd","Closed","· Opens 9 am Tue","https://www.foriauto.com/","","Website","","Directions","·","020 6311 0400","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best project and best sarvics
T block geat no.""","",""
"https://www.google.com/maps/place/Accurate+Automation+-+Automation+company+in+Pune/data=!4m7!3m6!1s0x3bc2b9c745555555:0xf8dc22dbb379e7ab!8m2!3d18.6186122!4d73.8394534!16s%2Fg%2F1v9gsxhr!19sChIJVVVVRce5wjsRq-d5s9si3Pg?authuser=0&hl=en&rclk=1","Accurate Automation - Automation company in Pune","4.4","(33)","Automation company","·","Sr. No. 232, Utsav Homes-Bhosari, B-103, 3/A","Closed","· Opens 9 am Tue","https://www.accurateautomationpune.com/","","Website","","Directions","·","097675 74787","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... are one of the best labview","","automation"
"https://www.google.com/maps/place/Marsh+Automation+Pvt.Ltd./data=!4m7!3m6!1s0x3bc2c1e555555555:0xe5cb46bd59d64458!8m2!3d18.5068823!4d73.9152488!16s%2Fg%2F1tdjvgp4!19sChIJVVVVVeXBwjsRWETWWb1Gy-U?authuser=0&hl=en&rclk=1","Marsh Automation Pvt.Ltd.","4.9","(23)","Manufacturer","·","No. 98A, 25A","Closed","· Opens 10:30 am Tue","https://www.marshautomation.com/enquiry.php","","Website","","Directions","·","095520 21799","","On-site services","",""
"https://www.google.com/maps/place/PMP+Automation+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc2956bc58bc1db:0x6f4719083fd0dd5c!8m2!3d18.4589822!4d73.8164265!16s%2Fg%2F11cn17rfr8!19sChIJ28GLxWuVwjsRXN3QPwgZR28?authuser=0&hl=en&rclk=1","PMP Automation Pvt. Ltd.","3.9","(37)","Automation company","·","S.No.-50/10/12, Near Abhiruchi Industrial Estate, shashwat nagar, Post - Narhe, Tal. Haveli","Closed","· Opens 9:30 am Tue","http://www.pmpapl.com/","","Website","","Directions","·","020 2439 1385","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice experience.""","",""
"https://www.google.com/maps/place/Niteo+Automation+India+Pvt+Ltd/data=!4m7!3m6!1s0x3bc2b9f34dfa553b:0x3bdc69926cd89f8c!8m2!3d18.6414915!4d73.8251671!16s%2Fg%2F11nxfybccc!19sChIJO1X6TfO5wjsRjJ_YbJJp3Ds?authuser=0&hl=en&rclk=1","Niteo Automation India Pvt Ltd","5.0","(14)","Manufacturer","·","Plot No. 5/2/3, F II Block, behind Wonder Car","Open 24 hours","","http://niteoindia.com/","","Website","","Directions","·","077094 00910","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Top-quality engineering and outstanding customer service!""","",""
"https://www.google.com/maps/place/Uni-Automation+%28I%29+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc2c00fe5555555:0xdc8151aab3ce67b3!8m2!3d18.4977282!4d73.8534561!16s%2Fg%2F1tfkzn9y!19sChIJVVVV5Q_AwjsRs2fOs6pRgdw?authuser=0&hl=en&rclk=1","Uni-Automation (I) Pvt. Ltd.","4.8","(12)","Manufacturer","·","202 Vyankatesh Apartments opposite Patil Plaza, near Parvati","Closed","· Opens 10 am Tue","http://www.uniautomation.com/","","Website","","Directions","·","020 2442 0890","","","",""
"https://www.google.com/maps/place/RV+Automation+-+Robot,+Manipulator,+Integrator,+robotic+automation+system+provider+in+Pune/data=!4m7!3m6!1s0x3bc29546de84ef8b:0x240c24377785f77c!8m2!3d18.4408396!4d73.8237729!16s%2Fg%2F11f730hxqj!19sChIJi--E3kaVwjsRfPeFdzckDCQ?authuser=0&hl=en&rclk=1","RV Automation - Robot, Manipulator, Integrator, robotic automation system provider in Pune","5.0","(24)","Automation company","·","BHAIRAV INDUSTRIAL ESTATE SR NO 25/11","Closed","· Opens 8:30 am Tue","http://www.robotautomation.in/","","Website","","Directions","·","070200 99776","","On-site services","","Online appointments"
"https://www.google.com/maps/place/Turck+India+Automation+private+limited./data=!4m7!3m6!1s0x3bc2bf6f8e39cde9:0x9ad898c06d7b9208!8m2!3d18.5680167!4d73.7751349!16s%2Fg%2F11b7hmzr3w!19sChIJ6c05jm-_wjsRCJJ7bcCY2Jo?authuser=0&hl=en&rclk=1","Turck India Automation private limited.","4.5","(26)","Automation company","·","Level 4, Link road, Baner - Balewadi Rd, near Cummins Complex","Closed","· Opens 9:30 am Tue","http://www.turck.in/","","Website","","Directions","·","077689 33005","","","",""
"https://www.google.com/maps/place/The+World+of+Automation+HVAC,+Industrial+Automation,PLC,SCADA,+,EPLAN,AutoCAD,+SERVO,Training+Institute+in+Pimpri+Chinchwad/data=!4m7!3m6!1s0x3bc2b9d0d725d42b:0xbed9a66573bf7021!8m2!3d18.6275561!4d73.7832469!16s%2Fg%2F11h_1kxzg8!19sChIJK9Ql19C5wjsRIXC_c2Wm2b4?authuser=0&hl=en&rclk=1","The World of Automation HVAC, Industrial Automation,PLC,SCADA, ,EPLAN,AutoCAD, SERVO,Training Institute in Pimpri Chinchwad","4.9","(1,004)","Training center","·","Office No:4, 2nd Floor, Manik Raj Park, PCMC Link Rd, opposite Elpro City Square Mall","Closed","· Opens 8 am Tue","http://www.theworldofautomation.com/","","Website","","Directions","·","098222 94913","","Online classes","",""
"https://www.google.com/maps/place/Hytech+Automation/data=!4m7!3m6!1s0x3bc2956d220afe99:0xdb8d7cc5b5abe145!8m2!3d18.4484968!4d73.8213392!16s%2Fg%2F1pp2wwr9d!19sChIJmf4KIm2VwjsRReGrtcV8jds?authuser=0&hl=en&rclk=1","Hytech Automation","4.3","(50)","Automation company","·","Survey No. 38, 2/19, Pari Chowk, opposite CNG Pump","Closed","· Opens 9 am Tue","http://www.hytechautomation.in/","","Website","","Directions","·","083082 45100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good place and friendly cooperative staff""","",""
"https://www.google.com/maps/place/Sua+Automation/data=!4m7!3m6!1s0x3bc2b80cff5a5149:0x520d154e7d8a350!8m2!3d18.6423733!4d73.8292874!16s%2Fg%2F11dzw5nn51!19sChIJSVFa_wy4wjsRUKPY51TRIAU?authuser=0&hl=en&rclk=1","Sua Automation","4.4","(55)","Automation company","·","·","Closed","· Opens 9 am Tue","http://www.suaautomation.com/","","Website","","Directions","SUA Automation Plot No J-206/2, Pimpri Industrial area, Tal. Haveli, Dist","077740 51541","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sua Automation is material handling company!""","",""
"https://www.google.com/maps/place/SAS+Automation+Pvt.+Ltd/data=!4m7!3m6!1s0x3bc2b834df48985b:0x7a02a9e9af27c5af!8m2!3d18.6456189!4d73.7992222!16s%2Fg%2F11d_8cvf8f!19sChIJW5hI3zS4wjsRr8Unr-mpAno?authuser=0&hl=en&rclk=1","SAS Automation Pvt. Ltd","4.6","(65)","Automation company","·","58, Unit, Police Chowki, Shree Sant Dnyaneshwar Industrial Estate, Plot 59, Mohan Nagar Main Rd, near Mohanagar","Closed","· Opens 9 am Tue","http://www.sasautomation.in/","","Website","","Directions","·","077568 69619","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent company and very good""","",""
"https://www.google.com/maps/place/Varad+Automation+And+Robotics+PVT+LTD/data=!4m7!3m6!1s0x3bc2b80d2e9b697f:0x5c8235e118028017!8m2!3d18.6417893!4d73.8365595!16s%2Fg%2F11byz399l5!19sChIJf2mbLg24wjsRF4ACGOE1glw?authuser=0&hl=en&rclk=1","Varad Automation And Robotics PVT LTD","4.8","(37)","Automation company","·","Plot No.169","Closed","· Opens 9 am Tue","https://www.varadautomation.com/","","Website","","Directions","·","086699 62225","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very helpful tool for quality oriented","","companies"
"https://www.google.com/maps/place/SPM+Techno+Automation/data=!4m7!3m6!1s0x3bc2b8776047c05b:0xd385ef3368415b66!8m2!3d18.6439903!4d73.8273849!16s%2Fg%2F11g8_3r38h!19sChIJW8BHYHe4wjsRZltBaDPvhdM?authuser=0&hl=en&rclk=1","SPM Techno Automation","4.8","(12)","Manufacturer","·","536/2","Closed","· Opens 9 am Tue","http://www.spmtechno.com/","","Website","","Directions","·","095527 65057","","","",""
"https://www.google.com/maps/place/ELECTROPOINT+AUTOMATION+PVT.+LTD./data=!4m7!3m6!1s0x3bc2953409a3b7ed:0xbfa02a928a0882d8!8m2!3d18.4650522!4d73.7914327!16s%2Fg%2F1tczcbmg!19sChIJ7bejCTSVwjsR2IIIipIqoL8?authuser=0&hl=en&rclk=1","ELECTROPOINT AUTOMATION PVT. LTD.","4.5","(15)","Automation company","·","Sr. No. 82, 10, inside Sneha Vihar","Closed","· Opens 9:30 am Tue","http://www.electropoint.in/","","Website","","Directions","·","098224 28338","","On-site services","","Online appointments"
"https://www.google.com/maps/place/SKADA+TECHNOLOGY+SOLUTION+PRIVATE+LIMITED/data=!4m7!3m6!1s0x3bc2b8b9dd1ae54d:0xa6deff8429304e26!8m2!3d18.5061996!4d73.8275502!16s%2Fg%2F11c2npsjwm!19sChIJTeUa3bm4wjsRJk4wKYT_3qY?authuser=0&hl=en&rclk=1","SKADA TECHNOLOGY SOLUTION PRIVATE LIMITED","4.4","(152)","Automation company","·","203, SN 42A/1A/2Y, Kedar Empire Kedar Empire, Karve Rd","Closed","· Opens 9 am Tue","","","Directions","","","","","","","",""
"https://www.google.com/maps/place/Tech-Mark+Automation+%26+Controls+%7C+Warehouse+Automation+Solutions+Pune/data=!4m7!3m6!1s0x3bc29578394b75e1:0x9c532af4482315c2!8m2!3d18.466822!4d73.7968162!16s%2Fg%2F1tk4plws!19sChIJ4XVLOXiVwjsRwhUjSPQqU5w?authuser=0&hl=en&rclk=1","Tech-Mark Automation & Controls | Warehouse Automation Solutions Pune","4.5","(30)","Industrial equipment supplier","·","S.No.78/1,Pandhari industrial Estate","Closed","· Opens 10 am Tue","https://techmarkstorage.com/","","Website","","Directions","·","098814 44466","","On-site services","",""
"https://www.google.com/maps/place/Symtronics+Automation+Pvt.+Ltd./data=!4m7!3m6!1s0x3bc2b86309c527d1:0x9a34215e83accc9a!8m2!3d18.6241126!4d73.8277452!16s%2Fg%2F1tfjtqt_!19sChIJ0SfFCWO4wjsRmsysg14hNJo?authuser=0&hl=en&rclk=1","Symtronics Automation Pvt. Ltd.","4.3","(15)","Manufacturer","·","S-1, T Block, MIDC Bhosari","Closed","· Opens 9 am Tue","http://www.symtronicsindia.com/","","Website","","Directions","·","020 6611 4556","","","",""
